transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,month_name
T04581,U161,2020-04-13,Expense,Rent,672,Bank Transfer,Bangalore,Dinner at resto cash,2020,4,April
T02270,U167,2019-01-01,Expense,Rent,879,Cash,Hyderabad,Salary,2019,1,January
T10970,U161,2019-10-31,Expense,Rent,421,UPI,Kolkata,Doctor visit,2019,10,October
T01147,U004,2020-12-03,Income,Other Income,57500,Cash,Hyderabad,Course fee,2020,12,December
T10023,U063,2021-09-04,Expense,Entertainment,66,UPI,Pune,Dinner at resto,2021,9,September
T03549,U148,2022-11-08,Income,Bonus,74255,Cash,Ahmedabad,Monthly rent,2022,11,November
T06877,U117,2019-02-15,Expense,Travel,340,Card,Delhi,Paid electricity bill,2019,2,February
T10019,U139,2022-08-28,Expense,Entertainment,1192,UPI,Chennai,Paid electricity bill,2022,8,August
T06923,U149,2022-08-31,Expense,Entertainment,484,Cash,Delhi,Gift via app,2022,8,August
T10646,U057,2022-10-08,Expense,Rent,51,UPI,Lucknow,Netflix subscription via app,2022,10,October
T11055,U002,2022-03-11,Income,Salary,64705,Bank Transfer,Ahmedabad,Gift,2022,3,March
T06257,U147,2022-09-20,Expense,Travel,409,UPI,Chennai,N/A,2022,9,September
T08641,U078,2020-05-04,Expense,Rent,3364,Bank Transfer,Unknown,Gift,2020,5,May
T06152,U005,2019-10-26,Income,Other Income,75167,Card,Chennai,Salary,2019,10,October
T13916,U094,2021-07-13,Expense,Travel,324,Bank Transfer,Unknown,N/A,2021,7,July
T05540,U163,2020-09-24,Expense,Travel,174,Card,Bangalore,Paid electricity bill,2020,9,September
T06372,U099,2022-07-10,Expense,Food,855,Card,Lucknow,N/A,2022,7,July
T09252,U001,2022-05-13,Income,Bonus,44585,UPI,Delhi,Gift,2022,5,May
T14522,U167,2021-07-21,Expense,Travel,630,Unknown,Hyderabad,Netflix subscription,2021,7,July
T02537,U038,2019-09-22,Expense,Rent,236,UPI,Pune,N/A,2019,9,September
T08446,U090,2022-05-01,Income,Salary,55561,UPI,Jaipur,Doctor visit,2022,5,May
T05951,U156,2021-08-28,Expense,Rent,733,Cash,Unknown,Salary cash,2021,8,August
T01330,U030,2019-02-14,Expense,Utilities,99,Cash,Pune,Gift,2019,2,February
T10504,U162,2021-05-25,Expense,Utilities,941,Bank Transfer,Ahmedabad,N/A,2021,5,May
T03956,U003,2021-09-14,Income,Other Income,84717,Card,Lucknow,Course fee cash,2021,9,September
T08174,U169,2021-09-11,Expense,Rent,172,Bank Transfer,Delhi,Netflix subscription,2021,9,September
T05684,U130,2022-06-27,Expense,Travel,58,UPI,Chennai,N/A,2022,6,June
T11305,U086,2021-03-13,Expense,Utilities,167,Cash,Ahmedabad,Salary,2021,3,March
T06693,U162,2022-01-22,Expense,Food,750,Unknown,Delhi,Gift,2022,1,January
T05968,U007,2022-05-29,Expense,Travel,308,Card,Bangalore,N/A,2022,5,May
T11524,U043,2022-12-17,Expense,Utilities,3383,UPI,Hyderabad,Dinner at resto,2022,12,December
T12580,U039,2021-12-07,Expense,Food,136,Cash,Kolkata,Netflix subscription,2021,12,December
T12146,U102,2020-03-12,Expense,Entertainment,15,Card,Ahmedabad,Gift,2020,3,March
T13642,U053,2020-12-03,Income,Other Income,59296,Cash,Ahmedabad,Dinner at resto,2020,12,December
T02700,U128,2022-11-17,Expense,Travel,403,Bank Transfer,Lucknow,Salary,2022,11,November
T13102,U127,2020-09-07,Income,Bonus,57841,Bank Transfer,Mumbai,Paid electricity bill late,2020,9,September
T06769,U086,2021-06-20,Expense,Others,357,Bank Transfer,Hyderabad,Salary cash,2021,6,June
T14054,U154,2020-07-25,Expense,Travel,581,UPI,Mumbai,Uber to office,2020,7,July
T04356,U017,2020-06-19,Expense,Others,426,Card,Jaipur,Netflix subscription via app,2020,6,June
T08459,U107,2020-10-27,Expense,Travel,451,Cash,Delhi,Netflix subscription cash,2020,10,October
T05469,U158,2019-09-11,Expense,Rent,444,Card,Lucknow,Dinner at resto,2019,9,September
T09313,U151,2022-02-16,Expense,Rent,1871,UPI,Chennai,Doctor visit late,2022,2,February
T13841,U067,2022-01-17,Expense,Food,777,Unknown,Lucknow,Salary via app,2022,1,January
T08376,U158,2019-04-05,Income,Other Income,32642,Unknown,Lucknow,N/A,2019,4,April
T13548,U035,2021-02-20,Expense,Travel,131,UPI,Pune,Dinner at resto,2021,2,February
T07959,U119,2019-06-22,Expense,Rent,662,Cash,Jaipur,Dinner at resto cash,2019,6,June
T02272,U188,2020-09-19,Expense,Utilities,136,Cash,Kolkata,N/A,2020,9,September
T01579,U156,2019-07-09,Expense,Utilities,818,Cash,Lucknow,Paid electricity bill,2019,7,July
T13651,U117,2019-10-15,Income,Bonus,58698,Bank Transfer,Mumbai,Dinner at resto,2019,10,October
T02938,U162,2020-03-12,Expense,Utilities,998,Card,Lucknow,Netflix subscription,2020,3,March
T02464,U038,2019-05-22,Expense,Travel,392,Cash,Chennai,Doctor visit,2019,5,May
T02722,U024,2021-11-16,Income,Salary,53651,Card,Kolkata,Dinner at resto,2021,11,November
T06942,U181,2020-12-02,Expense,Others,105,Cash,Pune,Monthly rent,2020,12,December
T00522,U123,2021-01-04,Expense,Travel,646,Unknown,Hyderabad,Netflix subscription,2021,1,January
T00716,U192,2022-11-12,Expense,Rent,255,UPI,Bangalore,Salary,2022,11,November
T02702,U074,2021-01-22,Expense,Entertainment,196,Card,Pune,Course fee,2021,1,January
T04054,U177,2021-12-03,Income,Other Income,67801,Card,Hyderabad,Gift,2021,12,December
T10204,U086,2022-02-23,Expense,Education,210,Card,Lucknow,Course fee via app,2022,2,February
T10270,U014,2022-10-18,Expense,Rent,908,Cash,Jaipur,N/A,2022,10,October
T14228,U167,2021-12-19,Expense,Health,159,Unknown,Chennai,Monthly rent cash,2021,12,December
T07745,U031,2019-02-03,Expense,Food,176,Bank Transfer,Kolkata,Grocery shopping,2019,2,February
T04566,U076,2019-10-06,Expense,Others,1713,UPI,Mumbai,Netflix subscription,2019,10,October
T05280,U059,2019-06-18,Income,Salary,82595,Cash,Pune,Monthly rent,2019,6,June
T04409,U191,2020-10-13,Expense,Food,1363,UPI,Pune,Gift,2020,10,October
T01445,U108,2019-05-03,Expense,Education,653,Bank Transfer,Unknown,N/A,2019,5,May
T12553,U029,2021-12-22,Income,Other Income,102640,Cash,Jaipur,Grocery shopping via app,2021,12,December
T06463,U039,2020-07-06,Expense,Utilities,408,Cash,Jaipur,Uber to office,2020,7,July
T01032,U080,2022-03-11,Expense,Rent,403,UPI,Jaipur,Paid electricity bill late,2022,3,March
T01832,U190,2022-04-07,Expense,Travel,945,UPI,Ahmedabad,Dinner at resto,2022,4,April
T11342,U113,2021-11-16,Expense,Rent,2913,UPI,Unknown,Gift,2021,11,November
T03676,U121,2020-02-23,Expense,Health,453,Cash,Lucknow,Dinner at resto cash,2020,2,February
T07889,U186,2020-04-08,Expense,Utilities,418,Cash,Bangalore,Netflix subscription,2020,4,April
T01596,U080,2020-02-03,Expense,Entertainment,813,Bank Transfer,Delhi,Gift,2020,2,February
T06665,U001,2019-12-28,Expense,Rent,523,Cash,Bangalore,Salary late,2019,12,December
T11592,U149,2019-09-07,Expense,Savings,146,UPI,Pune,Grocery shopping,2019,9,September
T05549,U073,2021-09-11,Income,Salary,56068,Bank Transfer,Chennai,Doctor visit,2021,9,September
T03294,U081,2022-04-09,Expense,Rent,1663,UPI,Delhi,Grocery shopping,2022,4,April
T05446,U186,2022-09-07,Expense,Rent,292,UPI,Hyderabad,Paid electricity bill,2022,9,September
T08985,U062,2022-06-23,Expense,Utilities,221,Cash,Unknown,Paid electricity bill,2022,6,June
T01405,U016,2022-08-05,Expense,Rent,663,Bank Transfer,Delhi,Dinner at resto,2022,8,August
T06369,U031,2021-05-24,Expense,Rent,33,UPI,Ahmedabad,Course fee cash,2021,5,May
T01873,U122,2022-01-28,Expense,Food,314,Cash,Jaipur,Paid electricity bill,2022,1,January
T09071,U131,2020-11-16,Income,Bonus,71726,Cash,Ahmedabad,Paid electricity bill late,2020,11,November
T03063,U104,2020-08-30,Expense,Savings,4205,UPI,Pune,N/A,2020,8,August
T12632,U099,2021-09-19,Income,Bonus,37303,UPI,Delhi,Uber to office,2021,9,September
T04753,U064,2020-09-28,Income,Bonus,52425,Card,Ahmedabad,Doctor visit late,2020,9,September
T04119,U016,2022-06-01,Expense,Food,194,Cash,Delhi,Monthly rent cash,2022,6,June
T03116,U062,2022-11-11,Expense,Food,359,Cash,Jaipur,Gift,2022,11,November
T13255,U015,2019-04-02,Expense,Rent,310,Card,Chennai,Course fee,2019,4,April
T08370,U045,2020-01-29,Expense,Entertainment,1009,Card,Pune,Grocery shopping,2020,1,January
T08701,U147,2019-03-29,Income,Salary,43306,UPI,Kolkata,Dinner at resto via app,2019,3,March
T03751,U042,2022-12-03,Expense,Savings,184,Card,Bangalore,Gift,2022,12,December
T11719,U088,2021-01-24,Expense,Food,454,UPI,Bangalore,Monthly rent,2021,1,January
T00525,U076,2019-05-09,Income,Bonus,65788,Bank Transfer,Kolkata,Doctor visit via app,2019,5,May
T06637,U186,2021-01-08,Expense,Rent,311,UPI,Bangalore,VRYeGIzdX,2021,1,January
T10502,U085,2020-07-27,Expense,Food,138,UPI,Kolkata,Paid electricity bill,2020,7,July
T12872,U055,2019-03-06,Expense,Utilities,1330,UPI,Ahmedabad,Gift,2019,3,March
T01451,U077,2021-05-30,Expense,Food,489,Bank Transfer,Pune,Dinner at resto,2021,5,May
T02154,U169,2019-10-08,Expense,Food,117,UPI,Jaipur,Course fee cash,2019,10,October
T06677,U167,2020-01-10,Expense,Travel,433,Card,Ahmedabad,N/A,2020,1,January
T11089,U055,2020-09-05,Expense,Health,211,Cash,Hyderabad,Doctor visit,2020,9,September
T03978,U151,2022-10-30,Income,Other Income,29719,Card,Pune,Gift,2022,10,October
T03370,U131,2020-03-29,Expense,Rent,965,Cash,Delhi,Salary late,2020,3,March
T13154,U047,2022-06-28,Expense,Rent,351,UPI,Mumbai,Grocery shopping,2022,6,June
T07393,U157,2019-08-21,Expense,Others,534,Unknown,Pune,Grocery shopping,2019,8,August
T02605,U058,2021-05-25,Expense,Food,1571,Bank Transfer,Pune,Doctor visit,2021,5,May
T09995,U173,2019-10-24,Expense,Travel,1096,Bank Transfer,Kolkata,Grocery shopping,2019,10,October
T07943,U090,2022-07-23,Income,Other Income,61524,Bank Transfer,Jaipur,N/A,2022,7,July
T14459,U078,2021-12-22,Expense,Food,471,Bank Transfer,Mumbai,Doctor visit,2021,12,December
T13719,U111,2019-11-19,Expense,Rent,114,Card,Pune,Doctor visit,2019,11,November
T01731,U147,2021-01-02,Expense,Food,116,Card,Chennai,Course fee,2021,1,January
T08161,U168,2022-02-02,Income,Salary,70217,UPI,Unknown,Dinner at resto,2022,2,February
T04244,U139,2020-02-10,Expense,Food,775,Card,Jaipur,Uber to office,2020,2,February
T14319,U038,2019-05-08,Expense,Rent,273,Bank Transfer,Chennai,Dinner at resto cash,2019,5,May
T12057,U075,2019-04-22,Expense,Travel,259,Bank Transfer,Hyderabad,Monthly rent via app,2019,4,April
T11935,U054,2021-01-10,Expense,Rent,194,Card,Lucknow,Paid electricity bill,2021,1,January
T06758,U170,2022-02-03,Income,Others,44806,Cash,Lucknow,Paid electricity bill,2022,2,February
T10897,U141,2021-06-04,Expense,Rent,60,Cash,Hyderabad,Doctor visit,2021,6,June
T06969,U177,2019-06-19,Expense,Travel,298,Cash,Kolkata,Paid electricity bill,2019,6,June
T00076,U189,2021-11-23,Expense,Rent,826,Card,Jaipur,Monthly rent,2021,11,November
T07958,U106,2020-05-22,Expense,Rent,1155,Cash,Mumbai,Gift,2020,5,May
T12677,U013,2022-11-22,Income,Salary,51984,Bank Transfer,Unknown,Monthly rent,2022,11,November
T02532,U079,2021-11-15,Expense,Food,151,UPI,Ahmedabad,Grocery shopping,2021,11,November
T04027,U158,2019-10-14,Expense,Rent,250,Bank Transfer,Chennai,Monthly rent,2019,10,October
T02157,U123,2020-11-28,Expense,Rent,29,Bank Transfer,Hyderabad,Salary,2020,11,November
T07653,U023,2020-01-19,Expense,Travel,2289,UPI,Unknown,Uber to office,2020,1,January
T10025,U091,2019-05-19,Income,Bonus,51039,Card,Bangalore,Course fee,2019,5,May
T08732,U106,2022-10-05,Expense,Rent,3709,UPI,Mumbai,N/A,2022,10,October
T01769,U100,2021-12-20,Expense,Utilities,202,Bank Transfer,Mumbai,N/A,2021,12,December
T11642,U115,2019-03-06,Expense,Entertainment,1296,UPI,Jaipur,N/A,2019,3,March
T07684,U093,2019-07-19,Expense,Savings,466,Card,Delhi,Gift,2019,7,July
T03386,U178,2020-04-15,Expense,Food,50,Cash,Ahmedabad,Netflix subscription,2020,4,April
T14283,U154,2020-12-26,Expense,Food,1073,UPI,Kolkata,Gift,2020,12,December
T05933,U105,2021-09-30,Expense,Savings,288,Bank Transfer,Hyderabad,Monthly rent cash,2021,9,September
T13802,U054,2019-12-31,Income,Bonus,69526,Cash,Hyderabad,Gift,2019,12,December
T05299,U081,2019-10-25,Expense,Rent,287,Card,Hyderabad,Paid electricity bill,2019,10,October
T01309,U106,2019-11-18,Expense,Food,2263,UPI,Hyderabad,Course fee via app,2019,11,November
T09788,U181,2019-12-30,Expense,Rent,469,Bank Transfer,Pune,Salary,2019,12,December
T07810,U175,2020-01-26,Expense,Utilities,37,Cash,Ahmedabad,Salary,2020,1,January
T00334,U189,2022-04-05,Expense,Travel,318,UPI,Jaipur,Monthly rent,2022,4,April
T07803,U139,2021-10-24,Expense,Food,248,Cash,Bangalore,N/A,2021,10,October
T09486,U166,2022-12-29,Expense,Health,669,UPI,Jaipur,Salary,2022,12,December
T01904,U053,2021-12-18,Expense,Food,1322,Cash,Mumbai,Course fee,2021,12,December
T13399,U170,2019-08-17,Expense,Food,419,Bank Transfer,Bangalore,Course fee,2019,8,August
T08518,U143,2022-07-26,Expense,Utilities,601,Bank Transfer,Delhi,N/A,2022,7,July
T06494,U039,2020-08-30,Income,Salary,50859,Bank Transfer,Chennai,Netflix subscription,2020,8,August
T04748,U124,2019-02-01,Expense,Entertainment,71,Bank Transfer,Hyderabad,N/A,2019,2,February
T01493,U114,2022-02-17,Expense,Food,333,Card,Kolkata,Dinner at resto,2022,2,February
T07184,U097,2021-07-15,Expense,Travel,79,Bank Transfer,Kolkata,Doctor visit,2021,7,July
T01403,U168,2020-04-10,Income,Salary,54552,Cash,Chennai,Monthly rent,2020,4,April
T14336,U191,2020-04-18,Income,Bonus,78345,Bank Transfer,Pune,N/A,2020,4,April
T01393,U183,2022-02-02,Expense,Travel,700,Card,Unknown,Doctor visit,2022,2,February
T00433,U165,2020-11-09,Expense,Entertainment,131,Card,Mumbai,Uber to office,2020,11,November
T01735,U162,2022-08-17,Expense,Travel,536,Bank Transfer,Jaipur,Monthly rent,2022,8,August
T03784,U120,2022-05-03,Expense,Utilities,737,Card,Bangalore,Uber to office,2022,5,May
T07340,U072,2022-04-26,Expense,Others,77,UPI,Kolkata,N/A,2022,4,April
T04522,U029,2019-03-11,Expense,Food,590,Cash,Bangalore,Monthly rent,2019,3,March
T03683,U021,2019-06-21,Income,Salary,73184,UPI,Jaipur,Course fee late,2019,6,June
T05375,U181,2020-07-18,Expense,Rent,487,Card,Hyderabad,Monthly rent,2020,7,July
T02109,U074,2019-12-06,Expense,Food,91,UPI,Lucknow,Gift,2019,12,December
T10550,U191,2021-09-16,Expense,Travel,1163,Cash,Unknown,N/A,2021,9,September
T06881,U081,2020-03-04,Expense,Entertainment,354,Cash,Bangalore,Gift,2020,3,March
T14076,U091,2022-04-27,Expense,Food,390,Cash,Kolkata,N/A,2022,4,April
T00043,U137,2021-09-11,Expense,Utilities,62,UPI,Kolkata,Doctor visit,2021,9,September
T04805,U045,2022-05-24,Expense,Rent,397,Card,Bangalore,Grocery shopping,2022,5,May
T09570,U106,2021-01-09,Income,Bonus,53190,Card,Hyderabad,Grocery shopping,2021,1,January
T05449,U074,2019-03-14,Expense,Food,947,Card,Pune,Monthly rent cash,2019,3,March
T09323,U134,2021-10-17,Expense,Food,124,Cash,Lucknow,Gift,2021,10,October
T13812,U056,2021-01-04,Expense,Travel,346,Card,Delhi,Course fee cash,2021,1,January
T09005,U060,2020-01-06,Expense,Health,947,Bank Transfer,Kolkata,Paid electricity bill,2020,1,January
T02977,U093,2019-03-17,Expense,Food,159,UPI,Jaipur,Dinner at resto,2019,3,March
T03475,U069,2019-07-24,Income,Bonus,61893,Card,Chennai,Uber to office,2019,7,July
T03854,U011,2019-10-18,Expense,Food,243,Cash,Ahmedabad,Doctor visit,2019,10,October
T05250,U188,2021-05-22,Expense,Rent,251,Card,Hyderabad,Gift,2021,5,May
T08468,U124,2020-04-04,Expense,Others,313,Card,Kolkata,Course fee,2020,4,April
T01214,U170,2020-03-08,Expense,Food,486,Cash,Chennai,Monthly rent,2020,3,March
T07735,U116,2021-03-10,Expense,Rent,772,Cash,Jaipur,Course fee,2021,3,March
T05891,U076,2021-12-28,Expense,Others,3129,Card,Lucknow,N/A,2021,12,December
T08406,U104,2022-06-17,Expense,Rent,145,Card,Pune,Netflix subscription,2022,6,June
T08366,U005,2019-04-09,Expense,Travel,334,UPI,Pune,Doctor visit,2019,4,April
T08130,U091,2020-12-03,Expense,Utilities,1944,Bank Transfer,Bangalore,Netflix subscription,2020,12,December
T05630,U121,2019-04-19,Expense,Travel,185,Bank Transfer,Mumbai,N/A,2019,4,April
T02458,U016,2021-03-06,Expense,Rent,288,Cash,Ahmedabad,Salary,2021,3,March
T08234,U157,2022-12-31,Expense,Travel,305,Cash,Kolkata,Course fee,2022,12,December
T03472,U059,2019-05-09,Expense,Food,258,Card,Lucknow,N/A,2019,5,May
T03111,U017,2021-01-18,Expense,Rent,571,Card,Pune,Paid electricity bill,2021,1,January
T08923,U084,2019-12-06,Income,Salary,62204,Cash,Hyderabad,Netflix subscription,2019,12,December
T09784,U127,2021-03-12,Expense,Food,225,Bank Transfer,Ahmedabad,Dinner at resto,2021,3,March
T07594,U055,2022-10-24,Expense,Rent,1261,Cash,Delhi,Monthly rent,2022,10,October
T13655,U082,2020-10-08,Expense,Others,301,Card,Ahmedabad,Uber to office,2020,10,October
T05729,U074,2021-06-17,Expense,Utilities,337,Cash,Delhi,Grocery shopping cash,2021,6,June
T06614,U111,2022-07-25,Expense,Others,329,UPI,Pune,Course fee,2022,7,July
T06624,U180,2020-09-17,Expense,Food,919,Cash,Bangalore,Paid electricity bill,2020,9,September
T08741,U170,2019-04-28,Expense,Entertainment,382,Unknown,Bangalore,Salary,2019,4,April
T08313,U075,2020-05-07,Expense,Food,247,Bank Transfer,Jaipur,Dinner at resto,2020,5,May
T07591,U139,2021-01-25,Expense,Rent,470,Bank Transfer,Mumbai,N/A,2021,1,January
T05870,U053,2022-02-11,Expense,Rent,602,Card,Delhi,Salary,2022,2,February
T03660,U150,2021-09-16,Expense,Food,262,Bank Transfer,Ahmedabad,Doctor visit,2021,9,September
T08734,U035,2021-02-23,Expense,Others,74,Cash,Delhi,N/A,2021,2,February
T09109,U018,2022-12-08,Expense,Utilities,114,Card,Bangalore,Gift,2022,12,December
T08821,U185,2020-12-06,Income,Salary,48747,UPI,Bangalore,Uber to office,2020,12,December
T05915,U058,2021-03-25,Expense,Rent,548,Card,Mumbai,Doctor visit,2021,3,March
T01562,U121,2019-04-05,Expense,Utilities,163,Cash,Chennai,Dinner at resto cash,2019,4,April
T10175,U064,2020-11-04,Expense,Rent,96,Unknown,Hyderabad,N/A,2020,11,November
T07159,U031,2020-11-25,Expense,Utilities,130,Bank Transfer,Bangalore,Grocery shopping,2020,11,November
T11243,U068,2021-11-16,Income,Salary,59445,UPI,Pune,Paid electricity bill,2021,11,November
T02105,U075,2019-03-27,Expense,Food,470,UPI,Pune,Netflix subscription,2019,3,March
T12778,U058,2022-10-28,Expense,Food,1628,Bank Transfer,Pune,Doctor visit,2022,10,October
T03239,U065,2022-03-13,Income,Bonus,45506,Bank Transfer,Lucknow,Netflix subscription,2022,3,March
T09766,U082,2020-08-20,Expense,Others,129,Bank Transfer,Bangalore,Salary,2020,8,August
T09210,U111,2022-07-03,Expense,Food,132,Bank Transfer,Mumbai,Doctor visit,2022,7,July
T11407,U036,2021-08-05,Expense,Food,1242,Bank Transfer,Lucknow,Salary,2021,8,August
T02512,U148,2020-11-02,Expense,Rent,706,Unknown,Chennai,Dinner at resto late,2020,11,November
T07523,U110,2022-07-02,Expense,Health,477,Cash,Chennai,N/A,2022,7,July
T07542,U128,2019-01-31,Expense,Food,569,Card,Hyderabad,Netflix subscription,2019,1,January
T08330,U166,2021-03-15,Expense,Rent,322,Bank Transfer,Ahmedabad,Course fee,2021,3,March
T07906,U036,2021-05-25,Expense,Rent,1046,UPI,Ahmedabad,Gift late,2021,5,May
T03733,U040,2022-02-17,Expense,Rent,161,Card,Mumbai,Monthly rent,2022,2,February
T13508,U086,2020-05-14,Expense,Health,240,Cash,Hyderabad,Doctor visit,2020,5,May
T10802,U148,2021-06-11,Income,Other Income,81568,Unknown,Chennai,Monthly rent,2021,6,June
T07825,U176,2019-05-21,Expense,Food,3438,Bank Transfer,Bangalore,Monthly rent,2019,5,May
T08441,U093,2019-06-28,Expense,Utilities,326,UPI,Jaipur,Netflix subscription,2019,6,June
T04251,U060,2019-04-03,Income,Salary,72799,Cash,Hyderabad,Grocery shopping,2019,4,April
T14014,U100,2019-05-20,Expense,Food,50,Cash,Jaipur,Paid electricity bill,2019,5,May
T00184,U148,2021-07-22,Expense,Rent,283,Bank Transfer,Chennai,Doctor visit,2021,7,July
T11353,U028,2019-02-23,Expense,Food,575,UPI,Lucknow,Doctor visit,2019,2,February
T07841,U050,2019-03-03,Expense,Others,536,Cash,Chennai,Netflix subscription,2019,3,March
T01029,U003,2019-12-20,Expense,Travel,106,UPI,Kolkata,Monthly rent late,2019,12,December
T05066,U174,2020-07-23,Income,Bonus,26373,Card,Kolkata,Uber to office,2020,7,July
T00400,U002,2019-09-04,Income,Bonus,66773,Card,Lucknow,N/A,2019,9,September
T02060,U041,2019-06-23,Expense,Travel,296,Bank Transfer,Lucknow,Grocery shopping,2019,6,June
T12353,U066,2021-03-21,Expense,Food,367,UPI,Pune,Paid electricity bill,2021,3,March
T14500,U098,2022-02-02,Expense,Rent,671,Bank Transfer,Chennai,Course fee,2022,2,February
T08304,U120,2022-01-09,Income,Bonus,43509,Card,Ahmedabad,Monthly rent,2022,1,January
T10815,U147,2022-02-26,Expense,Food,149,Card,Delhi,Gift,2022,2,February
T07142,U012,2022-05-24,Expense,Entertainment,90,Card,Lucknow,Salary,2022,5,May
T09156,U014,2019-07-17,Expense,Food,389,UPI,Bangalore,Grocery shopping via app,2019,7,July
T13590,U082,2019-12-08,Expense,Food,430,Bank Transfer,Delhi,Gift,2019,12,December
T01697,U090,2021-05-01,Income,Bonus,55008,Unknown,Hyderabad,Salary,2021,5,May
T10279,U027,2019-08-20,Expense,Rent,142,Bank Transfer,Bangalore,Salary,2019,8,August
T08616,U021,2021-02-19,Expense,Food,215,UPI,Delhi,N/A,2021,2,February
T02347,U114,2021-10-19,Expense,Utilities,105,Bank Transfer,Kolkata,Grocery shopping cash,2021,10,October
T03406,U038,2019-01-04,Expense,Savings,418,Bank Transfer,Delhi,Course fee,2019,1,January
T10675,U009,2022-04-18,Income,Bonus,44563,UPI,Lucknow,Course fee,2022,4,April
T00935,U035,2019-10-17,Expense,Utilities,204,Unknown,Lucknow,Salary,2019,10,October
T01086,U134,2022-01-20,Expense,Food,490,UPI,Ahmedabad,Uber to office,2022,1,January
T11911,U034,2019-03-16,Expense,Food,206,Card,Jaipur,Paid electricity bill,2019,3,March
T14189,U014,2020-04-01,Expense,Travel,376,Bank Transfer,Chennai,Monthly rent,2020,4,April
T01629,U088,2022-01-01,Expense,Travel,105,Cash,Ahmedabad,Paid electricity bill,2022,1,January
T09688,U049,2020-06-03,Expense,Entertainment,4432,Bank Transfer,Ahmedabad,Course fee,2020,6,June
T01226,U140,2020-10-27,Expense,Travel,255,Unknown,Chennai,Paid electricity bill,2020,10,October
T13911,U170,2020-02-11,Expense,Food,8008,Cash,Lucknow,Monthly rent,2020,2,February
T04144,U022,2022-07-20,Expense,Others,616,Unknown,Mumbai,Paid electricity bill,2022,7,July
T10310,U174,2021-05-14,Income,Bonus,74698,Cash,Jaipur,N/A,2021,5,May
T12143,U163,2019-09-29,Expense,Rent,274,Card,Ahmedabad,Uber to office cash,2019,9,September
T02630,U162,2020-02-25,Expense,Entertainment,68,Card,Mumbai,Doctor visit,2020,2,February
T01811,U133,2022-03-21,Expense,Travel,55,Card,Delhi,Course fee,2022,3,March
T00717,U091,2020-11-12,Expense,Utilities,2788,Card,Ahmedabad,Course fee,2020,11,November
T00645,U091,2020-02-15,Expense,Food,1772,Bank Transfer,Chennai,Gift,2020,2,February
T00712,U083,2020-03-01,Expense,Savings,1021,UPI,Lucknow,Grocery shopping,2020,3,March
T08331,U005,2020-09-24,Expense,Utilities,523,Card,Pune,Dinner at resto,2020,9,September
T09731,U184,2020-06-09,Expense,Travel,221,Card,Jaipur,Uber to office,2020,6,June
T09738,U140,2021-02-15,Expense,Utilities,59,Bank Transfer,Hyderabad,Course fee,2021,2,February
T03276,U047,2020-05-30,Expense,Rent,170,UPI,Mumbai,Grocery shopping,2020,5,May
T04362,U116,2019-09-26,Expense,Rent,93,Cash,Lucknow,Paid electricity bill,2019,9,September
T11240,U049,2019-05-18,Income,Salary,33520,Bank Transfer,Pune,Netflix subscription late,2019,5,May
T06140,U078,2022-08-24,Income,Other Income,58974,Cash,Jaipur,N/A,2022,8,August
T14114,U027,2021-09-11,Income,Salary,37942,UPI,Lucknow,Netflix subscription,2021,9,September
T00141,U015,2022-07-22,Expense,Utilities,401,Cash,Ahmedabad,Uber to office,2022,7,July
T06986,U002,2019-10-18,Expense,Rent,1418,Cash,Jaipur,Dinner at resto,2019,10,October
T05853,U027,2021-04-25,Expense,Utilities,140,Bank Transfer,Ahmedabad,Paid electricity bill,2021,4,April
T02541,U152,2019-08-15,Expense,Food,1942,UPI,Mumbai,Netflix subscription,2019,8,August
T14450,U055,2020-11-05,Expense,Others,20,Card,Bangalore,Course fee,2020,11,November
T03921,U148,2019-05-30,Expense,Savings,1842,Bank Transfer,Bangalore,Dinner at resto,2019,5,May
T02785,U145,2021-08-19,Income,Salary,65437,Bank Transfer,Ahmedabad,Netflix subscription,2021,8,August
T13287,U051,2021-04-23,Expense,Others,130,Cash,Kolkata,Paid electricity bill,2021,4,April
T07129,U044,2020-04-29,Income,Bonus,57548,Cash,Ahmedabad,Dinner at resto cash,2020,4,April
T11654,U143,2020-06-29,Expense,Rent,1740,Cash,Lucknow,Doctor visit,2020,6,June
T08169,U111,2021-10-22,Expense,Food,132,Cash,Ahmedabad,Doctor visit,2021,10,October
T01264,U115,2019-11-13,Expense,Food,289,UPI,Lucknow,Uber to office,2019,11,November
T05672,U107,2020-02-08,Expense,Travel,4244,Cash,Ahmedabad,Course fee,2020,2,February
T04422,U145,2019-01-28,Expense,Travel,1380,UPI,Kolkata,Grocery shopping,2019,1,January
T06305,U101,2020-06-06,Expense,Travel,196,Cash,Unknown,Paid electricity bill,2020,6,June
T05387,U077,2021-08-10,Income,Other Income,73884,Card,Mumbai,Salary,2021,8,August
T05417,U033,2022-08-07,Income,Other Income,58331,Bank Transfer,Mumbai,Netflix subscription,2022,8,August
T01637,U189,2021-06-22,Expense,Rent,1688,Cash,Pune,Course fee,2021,6,June
T03544,U043,2019-04-16,Income,Salary,68683,Cash,Delhi,Paid electricity bill via app,2019,4,April
T08469,U167,2020-05-03,Expense,Food,546,Bank Transfer,Delhi,Doctor visit via app,2020,5,May
