transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,month_name
T7286,U144,2023-11-12,Income,Bonus,76998,Card,Mumbai,Lunch,2023,11,November
T4558,U079,2024-08-01,Expense,Food,4394,Unknown,Bangalore,N/A,2024,8,August
T1436,U040,2023-01-17,Expense,Food,3663,Bank Transfer,Jaipur,Fixed deposit,2023,1,January
T7831,U048,2021-09-06,Income,Others,63251,Card,Unknown,Internet bill,2021,9,September
T12764,U076,2023-12-24,Expense,Health,179,UPI,Mumbai,N/A,2023,12,December
T13667,U127,2022-01-17,Expense,Food,3471,UPI,Hyderabad,Internet bill,2022,1,January
T12777,U142,2022-04-23,Expense,Food,195,UPI,Lucknow,N/A,2022,4,April
T3170,U042,2021-02-07,Income,Bonus,44914,Bank Transfer,Lucknow,EMI payment,2021,2,February
T2549,U101,2024-09-08,Expense,Rent,6768,Cash,Delhi,N/A,2024,9,September
T9668,U068,2021-09-27,Expense,Utilities,9021,Bank Transfer,Hyderabad,Internet bill,2021,9,September
T12822,U049,2022-10-04,Expense,Food,4300,Bank Transfer,Delhi,Petrol,2022,10,October
T6652,U147,2023-12-21,Expense,Travel,2386,Unknown,Delhi,Books,2023,12,December
T2336,U144,2021-03-05,Expense,Travel,404,Bank Transfer,Unknown,N/A,2021,3,March
T13834,U091,2024-12-09,Expense,Entertainment,6921,Bank Transfer,Delhi,N/A,2024,12,December
T8310,U150,2023-07-29,Expense,Food,8512,Cash,Ahmedabad,N/A,2023,7,July
T8469,U113,2024-10-18,Expense,Rent,32952,Bank Transfer,Pune,Gym membership,2024,10,October
T3376,U045,2024-04-05,Income,Investment,44601,Card,Jaipur,N/A,2024,4,April
T7940,U022,2024-08-22,Expense,Rent,8736,Card,Pune,Online course,2024,8,August
T12826,U049,2023-03-02,Expense,Food,235,Cash,Jaipur,N/A,2023,3,March
T3023,U014,2024-10-16,Expense,Education,3588,Bank Transfer,Jaipur,Petrol,2024,10,October
T12125,U067,2021-01-31,Expense,Food,4113,UPI,Lucknow,Shopping,2021,1,January
T2989,U113,2022-07-27,Expense,Travel,1050,Cash,Ahmedabad,Doctor consultation,2022,7,July
T6708,U071,2021-04-29,Income,Bonus,38205,UPI,Kolkata,Books,2021,4,April
T5247,U017,2023-12-21,Expense,Entertainment,9194,Card,Bangalore,Movie tickets,2023,12,December
T8711,U048,2024-07-31,Expense,Health,8483,Bank Transfer,Bangalore,Shopping,2024,7,July
T4378,U026,2021-07-12,Expense,Utilities,2766,Card,Hyderabad,Electricity bill,2021,7,July
T11317,U056,2024-08-23,Expense,Rent,9917,Card,Mumbai,Online course,2024,8,August
T8957,U028,2024-04-12,Expense,Utilities,5476,Cash,Jaipur,Restaurant dinner,2024,4,April
T2753,U105,2021-01-10,Expense,Education,9290,Card,Mumbai,Petrol,2021,1,January
T0466,U062,2021-12-16,Expense,Savings,578,UPI,Ahmedabad,Restaurant dinner,2021,12,December
T9846,U085,2021-07-31,Expense,Travel,6780,Bank Transfer,Hyderabad,Movie tickets,2021,7,July
T11252,U094,2023-03-04,Income,Investment,39948,Bank Transfer,Jaipur,N/A,2023,3,March
T4500,U100,2024-09-23,Expense,Education,8108,Bank Transfer,Lucknow,Books,2024,9,September
T10389,U016,2022-05-05,Expense,Health,5533,UPI,Hyderabad,Gym membership,2022,5,May
T5559,U124,2023-08-06,Expense,Education,2506,Cash,Jaipur,N/A,2023,8,August
T12545,U123,2024-05-11,Expense,Rent,5276,Cash,Lucknow,Monthly rent payment,2024,5,May
T3176,U141,2022-12-13,Expense,Rent,39024,Card,Delhi,ATM withdrawal,2022,12,December
T3837,U077,2023-02-05,Expense,Travel,8285,Cash,Chennai,Restaurant dinner,2023,2,February
T8514,U036,2021-03-05,Expense,Rent,8250,Unknown,Mumbai,Online course,2021,3,March
T8308,U015,2024-07-20,Expense,Food,8413,Cash,Unknown,N/A,2024,7,July
T4973,U038,2022-04-27,Expense,Food,3579,Card,Jaipur,Electricity bill,2022,4,April
T10078,U104,2024-07-01,Expense,Food,1972,UPI,Delhi,Internet bill,2024,7,July
T1393,U138,2022-06-13,Expense,Food,232,Cash,Lucknow,N/A,2022,6,June
T1876,U120,2022-02-22,Income,Bonus,75496,UPI,Pune,N/A,2022,2,February
T8135,U056,2021-02-06,Expense,Utilities,6351,Card,Unknown,N/A,2021,2,February
T12701,U017,2022-07-16,Expense,Health,2407,Card,Lucknow,Movie tickets,2022,7,July
T3286,U080,2024-08-22,Income,Freelance,60670,Cash,Unknown,Gym membership,2024,8,August
T11601,U073,2021-08-13,Expense,Utilities,2585,UPI,Pune,Restaurant dinner,2021,8,August
T7846,U055,2023-05-14,Expense,Education,4227,Cash,Unknown,EMI payment,2023,5,May
T1749,U024,2023-12-17,Income,Investment,40858,UPI,Kolkata,Medicine,2023,12,December
T11574,U013,2022-03-29,Expense,Food,2845,Cash,Bangalore,N/A,2022,3,March
T3387,U129,2021-09-01,Income,Others,25243,Card,Unknown,Shopping,2021,9,September
T4221,U116,2021-01-29,Expense,Food,479,Cash,Lucknow,Online course,2021,1,January
T0569,U045,2022-12-22,Expense,Others,5063,Bank Transfer,Lucknow,Train ticket,2022,12,December
T8649,U018,2021-03-16,Expense,Food,8067,Unknown,Hyderabad,N/A,2021,3,March
T7523,U120,2024-11-02,Expense,Others,9734,Bank Transfer,Mumbai,Train ticket,2024,11,November
T11043,U111,2021-05-10,Income,Investment,157969,UPI,Mumbai,Movie tickets,2021,5,May
T10987,U076,2024-12-09,Expense,Education,8335,Cash,Mumbai,Internet bill,2024,12,December
T11329,U008,2023-07-26,Expense,Food,7477,Cash,Hyderabad,Grocery shopping,2023,7,July
T5470,U072,2021-07-06,Income,Bonus,77877,Card,Delhi,N/A,2021,7,July
T8398,U061,2022-03-23,Expense,Food,230,Bank Transfer,Pune,Train ticket,2022,3,March
T7828,U059,2023-02-22,Expense,Utilities,4165,Card,Ahmedabad,Coffee,2023,2,February
T9944,U143,2023-02-22,Expense,Food,4469,Bank Transfer,Bangalore,N/A,2023,2,February
T0187,U092,2021-12-15,Income,Salary,33995,Cash,Kolkata,N/A,2021,12,December
T11992,U004,2021-02-13,Expense,Travel,2391,Card,Bangalore,N/A,2021,2,February
T8385,U106,2024-12-09,Income,Salary,40631,Bank Transfer,Pune,N/A,2024,12,December
T4041,U112,2024-07-26,Expense,Unknown,7695,UPI,Unknown,Monthly rent payment,2024,7,July
T10725,U134,2022-11-29,Expense,Education,2816,Card,Hyderabad,N/A,2022,11,November
T4695,U030,2021-05-12,Expense,Food,3502,Unknown,Mumbai,Restaurant dinner,2021,5,May
T4784,U011,2022-09-14,Expense,Food,222,Unknown,Mumbai,Online course,2022,9,September
T5682,U027,2022-08-02,Expense,Rent,8810,Cash,Pune,Electricity bill,2022,8,August
T8500,U117,2024-01-22,Income,Freelance,511549,UPI,Jaipur,N/A,2024,1,January
T5443,U044,2023-05-28,Expense,Food,6167,Cash,Hyderabad,Uber ride,2023,5,May
T3150,U025,2024-03-07,Income,Freelance,33351,UPI,Pune,N/A,2024,3,March
T2918,U072,2023-02-08,Expense,Utilities,7362,Cash,Jaipur,N/A,2023,2,February
T13681,U080,2023-08-14,Expense,Travel,2207,Cash,Lucknow,Medicine,2023,8,August
T0736,U081,2023-02-08,Expense,Travel,665,Cash,Unknown,N/A,2023,2,February
T1128,U140,2022-08-15,Expense,Education,2979,Cash,Bangalore,Train ticket,2022,8,August
T9459,U067,2023-08-27,Expense,Entertainment,7995,Cash,Bangalore,Grocery shopping,2023,8,August
T2035,U066,2022-02-26,Expense,Food,7805,Cash,Bangalore,Monthly rent payment,2022,2,February
T13789,U123,2024-12-15,Expense,Rent,3902,Card,Pune,Restaurant dinner,2024,12,December
T7696,U069,2022-07-01,Expense,Savings,2059,Bank Transfer,Jaipur,Online course,2022,7,July
T0671,U064,2021-01-19,Expense,Food,1768,Bank Transfer,Bangalore,Shopping,2021,1,January
T12751,U113,2022-06-29,Expense,Travel,7470,Card,Bangalore,Lunch,2022,6,June
T4929,U123,2024-05-28,Expense,Health,8718,Cash,Lucknow,N/A,2024,5,May
T6242,U121,2024-05-03,Expense,Food,2721,UPI,Bangalore,Online course,2024,5,May
T9064,U117,2022-11-01,Expense,Rent,7200,Unknown,Mumbai,Internet bill,2022,11,November
T7275,U016,2022-06-24,Income,Freelance,45702,UPI,Jaipur,N/A,2022,6,June
T13963,U149,2021-10-03,Expense,Food,5085,Cash,Pune,N/A,2021,10,October
T1740,U011,2021-01-05,Income,Others,18229,UPI,Ahmedabad,Movie tickets,2021,1,January
T0320,U045,2021-03-19,Expense,Travel,5034,Cash,Lucknow,N/A,2021,3,March
T7448,U011,2021-04-19,Expense,Rent,9386,Cash,Hyderabad,Restaurant dinner,2021,4,April
T13497,U034,2023-08-06,Income,Salary,36713,Card,Hyderabad,Restaurant dinner,2023,8,August
T0706,U074,2024-03-13,Expense,Travel,9189,Cash,Delhi,Gym membership,2024,3,March
T11467,U058,2021-03-01,Expense,Food,4129,Cash,Mumbai,Internet bill,2021,3,March
T12562,U077,2023-09-13,Expense,Utilities,1947,UPI,Kolkata,N/A,2023,9,September
T1588,U024,2021-04-27,Expense,Entertainment,4200,UPI,Delhi,Internet bill,2021,4,April
T8798,U059,2024-11-04,Expense,Entertainment,5519,UPI,Jaipur,Internet bill,2024,11,November
T1988,U148,2021-08-02,Expense,Rent,32169,Card,Kolkata,N/A,2021,8,August
T2305,U017,2022-08-11,Income,Others,73108,UPI,Hyderabad,N/A,2022,8,August
T11488,U060,2022-10-11,Expense,Education,9420,Cash,Bangalore,N/A,2022,10,October
T1704,U019,2022-03-27,Income,Bonus,33482,Card,Lucknow,Grocery shopping,2022,3,March
T5950,U082,2021-10-02,Expense,Others,4290,Cash,Mumbai,Restaurant dinner,2021,10,October
T5833,U016,2024-06-02,Expense,Food,938,UPI,Delhi,Online course,2024,6,June
T5207,U073,2021-08-24,Expense,Rent,436,Cash,Jaipur,Electricity bill,2021,8,August
T8120,U118,2024-12-08,Income,Investment,55932,Bank Transfer,Chennai,N/A,2024,12,December
T7067,U102,2023-02-26,Expense,Travel,1363,UPI,Chennai,Shopping,2023,2,February
T7794,U149,2021-01-09,Expense,Travel,5615,Cash,Bangalore,Grocery shopping,2021,1,January
T4424,U034,2024-06-26,Expense,Travel,355,UPI,Ahmedabad,N/A,2024,6,June
T4645,U072,2022-02-22,Expense,Rent,30779,Bank Transfer,Mumbai,Lunch,2022,2,February
T4685,U081,2023-06-06,Expense,Travel,4072,Cash,Chennai,N/A,2023,6,June
T4043,U058,2021-04-18,Expense,Entertainment,8886,Cash,Hyderabad,Gym membership,2021,4,April
T13653,U004,2022-12-03,Expense,Utilities,4890,Unknown,Mumbai,N/A,2022,12,December
T4070,U018,2021-04-15,Income,Others,26564,Cash,Mumbai,Books,2021,4,April
T4493,U068,2022-10-19,Expense,Utilities,8220,Bank Transfer,Chennai,N/A,2022,10,October
T7203,U066,2022-03-11,Expense,Food,7260,Bank Transfer,Unknown,Fixed deposit,2022,3,March
T0708,U018,2024-05-17,Expense,Travel,1167,Card,Bangalore,Movie tickets,2024,5,May
T1025,U074,2022-10-23,Income,Freelance,51393,Bank Transfer,Ahmedabad,Shopping,2022,10,October
T2296,U037,2024-07-11,Expense,Travel,2608,Unknown,Jaipur,N/A,2024,7,July
T0549,U049,2023-05-17,Expense,Travel,1855,Card,Unknown,N/A,2023,5,May
T10851,U090,2021-11-13,Expense,Rent,23592,Cash,Hyderabad,Train ticket,2021,11,November
T8997,U071,2021-04-13,Expense,Entertainment,4097,Bank Transfer,Chennai,Monthly rent payment,2021,4,April
T13223,U019,2024-07-22,Expense,Travel,2206,UPI,Lucknow,Lunch,2024,7,July
T12434,U069,2023-05-05,Expense,Food,6064,UPI,Pune,Electricity bill,2023,5,May
T0821,U149,2024-11-23,Expense,Utilities,1954,Card,Jaipur,Gym membership,2024,11,November
T12075,U035,2024-09-15,Expense,Food,1156,Cash,Lucknow,Online course,2024,9,September
T2955,U137,2022-06-13,Expense,Travel,8204,UPI,Unknown,Grocery shopping,2022,6,June
T3923,U025,2023-05-16,Expense,Rent,27034,Cash,Unknown,Books,2023,5,May
T11176,U131,2023-02-03,Expense,Travel,8929,Cash,Ahmedabad,N/A,2023,2,February
T9206,U012,2022-05-06,Income,Salary,17856,Cash,Mumbai,N/A,2022,5,May
T4395,U008,2023-04-07,Expense,Travel,8630,Bank Transfer,Pune,Lunch,2023,4,April
T7563,U148,2024-11-04,Expense,Rent,47690,Bank Transfer,Jaipur,N/A,2024,11,November
T9380,U120,2022-04-14,Income,Others,46791,Bank Transfer,Hyderabad,Train ticket,2022,4,April
T7731,U076,2021-09-05,Expense,Utilities,1601,UPI,Chennai,N/A,2021,9,September
T10255,U053,2023-11-13,Income,Others,31321,Bank Transfer,Bangalore,Lunch,2023,11,November
T8610,U038,2024-10-12,Expense,Rent,3710,Cash,Pune,N/A,2024,10,October
T10323,U016,2021-05-25,Expense,Education,5734,UPI,Bangalore,N/A,2021,5,May
T9971,U087,2024-03-04,Expense,Entertainment,2795,UPI,Pune,Grocery shopping,2024,3,March
T13335,U029,2023-04-29,Income,Salary,45040,Cash,Lucknow,Shopping,2023,4,April
T13651,U010,2023-03-24,Expense,Education,2596,Bank Transfer,Mumbai,Gym membership,2023,3,March
T3385,U037,2023-12-28,Expense,Rent,552,Card,Jaipur,Monthly rent payment,2023,12,December
T9853,U059,2023-04-29,Expense,Food,7344,Bank Transfer,Lucknow,Fixed deposit,2023,4,April
T13718,U038,2022-11-19,Expense,Rent,8629,UPI,Delhi,N/A,2022,11,November
T8159,U061,2021-09-24,Income,Salary,13923,Card,Pune,N/A,2021,9,September
T10075,U131,2023-07-18,Expense,Rent,11474,UPI,Mumbai,Books,2023,7,July
T1212,U104,2023-11-08,Expense,Travel,4398,Bank Transfer,Ahmedabad,Books,2023,11,November
T10217,U029,2024-09-01,Expense,Travel,3064,UPI,Bangalore,Medicine,2024,9,September
T5110,U116,2024-03-07,Expense,Rent,7733,Cash,Delhi,N/A,2024,3,March
T5471,U115,2022-04-30,Expense,Rent,3243,Card,Lucknow,Movie tickets,2022,4,April
T9260,U148,2022-09-15,Expense,Travel,5177,Bank Transfer,Jaipur,Movie tickets,2022,9,September
T11592,U146,2023-08-22,Expense,Travel,1661,Card,Kolkata,Shopping,2023,8,August
T4470,U049,2024-04-21,Expense,Rent,8034,Bank Transfer,Kolkata,Shopping,2024,4,April
T6540,U088,2022-07-04,Expense,Food,2342,Card,Unknown,Coffee,2022,7,July
T13473,U084,2023-01-30,Expense,Rent,12318,UPI,Bangalore,N/A,2023,1,January
T7722,U067,2023-10-13,Expense,Entertainment,6373,Card,Delhi,N/A,2023,10,October
T11094,U002,2024-09-12,Expense,Health,9538,Bank Transfer,Pune,N/A,2024,9,September
T12912,U084,2022-01-03,Expense,Utilities,1153,UPI,Mumbai,N/A,2022,1,January
T5633,U150,2023-12-13,Expense,Savings,3478,Bank Transfer,Pune,Gym membership,2023,12,December
T8092,U092,2021-11-16,Expense,Rent,38338,Card,Ahmedabad,N/A,2021,11,November
T1565,U088,2024-02-10,Expense,Food,1182,Card,Hyderabad,N/A,2024,2,February
T6791,U141,2022-06-06,Expense,Entertainment,8980,Cash,Hyderabad,Medicine,2022,6,June
T9104,U031,2023-12-27,Expense,Rent,6403,Bank Transfer,Kolkata,Doctor consultation,2023,12,December
T1208,U049,2021-12-25,Expense,Education,1256,Cash,Hyderabad,Online course,2021,12,December
T11346,U068,2022-05-29,Expense,Food,1730,Unknown,Hyderabad,Uber ride,2022,5,May
T5353,U128,2021-08-28,Expense,Entertainment,7052,Card,Delhi,N/A,2021,8,August
T10336,U147,2021-02-18,Expense,Food,4813,Card,Unknown,Movie tickets,2021,2,February
T2102,U085,2024-08-22,Expense,Health,1339,Card,Lucknow,Grocery shopping,2024,8,August
T9433,U141,2023-05-04,Expense,Food,4645,Card,Jaipur,Internet bill,2023,5,May
T7393,U069,2024-12-25,Income,Bonus,880897,Card,Bangalore,Gym membership,2024,12,December
T12004,U011,2024-08-11,Income,Salary,59168,Cash,Pune,Train ticket,2024,8,August
T7459,U055,2024-06-23,Expense,Utilities,9616,UPI,Ahmedabad,N/A,2024,6,June
T9144,U076,2021-04-23,Expense,Rent,10372,Bank Transfer,Lucknow,N/A,2021,4,April
T0751,U105,2021-08-06,Expense,Food,1592,Cash,Delhi,EMI payment,2021,8,August
T13315,U131,2024-06-24,Expense,Rent,4507,Bank Transfer,Lucknow,Electricity bill,2024,6,June
T10212,U140,2021-01-29,Income,Salary,44992,UPI,Hyderabad,Shopping,2021,1,January
T2510,U063,2024-08-03,Expense,Food,6905,Card,Hyderabad,N/A,2024,8,August
T0285,U077,2023-02-16,Expense,Rent,13817,Bank Transfer,Chennai,Electricity bill,2023,2,February
T9738,U017,2023-03-07,Expense,Travel,4848,Card,Chennai,EMI payment,2023,3,March
T5660,U129,2021-06-15,Expense,Food,5865,Bank Transfer,Pune,Petrol,2021,6,June
T10644,U029,2023-10-21,Expense,Food,6111,Card,Pune,N/A,2023,10,October
T1337,U039,2024-05-20,Expense,Savings,6151,Cash,Ahmedabad,Movie tickets,2024,5,May
T10544,U059,2024-01-05,Income,Bonus,69872,Cash,Mumbai,Restaurant dinner,2024,1,January
T9761,U029,2022-06-24,Income,Investment,34091,UPI,Lucknow,Shopping,2022,6,June
T12782,U028,2023-12-24,Expense,Rent,4252,Bank Transfer,Ahmedabad,N/A,2023,12,December
T3601,U044,2022-05-15,Income,Salary,58578,Card,Delhi,N/A,2022,5,May
T4879,U033,2022-11-12,Expense,Travel,1666,Cash,Delhi,N/A,2022,11,November
T9572,U099,2021-04-21,Expense,Rent,5990,Bank Transfer,Hyderabad,Doctor consultation,2021,4,April
T4001,U104,2024-08-21,Expense,Rent,11745,Card,Delhi,Train ticket,2024,8,August
T1300,U063,2024-01-07,Expense,Travel,4354,Bank Transfer,Bangalore,N/A,2024,1,January
T1323,U093,2021-01-09,Expense,Food,4333,UPI,Chennai,Monthly rent payment,2021,1,January
T10129,U143,2024-07-13,Expense,Health,2130,Cash,Lucknow,Uber ride,2024,7,July
T13918,U115,2021-02-06,Expense,Food,2220,Cash,Delhi,N/A,2021,2,February
T1449,U028,2024-06-07,Expense,Food,5177,Card,Chennai,N/A,2024,6,June
T6254,U109,2024-11-25,Expense,Food,2792,Bank Transfer,Ahmedabad,Electricity bill,2024,11,November
T1200,U105,2022-04-26,Expense,Food,3515,Card,Pune,Monthly rent payment,2022,4,April
T2757,U049,2024-12-11,Expense,Entertainment,1266,Cash,Jaipur,N/A,2024,12,December
T1085,U072,2021-08-18,Expense,Utilities,203,Card,Kolkata,Fixed deposit,2021,8,August
T9227,U009,2023-06-27,Income,Salary,35465,Cash,Lucknow,N/A,2023,6,June
T2642,U056,2023-01-05,Expense,Health,2115,Cash,Ahmedabad,Internet bill,2023,1,January
T9340,U022,2022-08-21,Expense,Travel,3503,Bank Transfer,Kolkata,ATM withdrawal,2022,8,August
T12740,U040,2024-02-06,Expense,Rent,4484,Cash,Bangalore,N/A,2024,2,February
T6152,U012,2022-04-20,Income,Salary,54591,Unknown,Pune,N/A,2022,4,April
T0845,U094,2024-07-28,Expense,Utilities,8299,Card,Delhi,Train ticket,2024,7,July
T9723,U129,2021-03-09,Income,Freelance,40910,Bank Transfer,Jaipur,N/A,2021,3,March
T11264,U056,2024-09-29,Expense,Food,2093,Cash,Bangalore,Books,2024,9,September
T2647,U102,2024-03-03,Expense,Utilities,1727,UPI,Bangalore,N/A,2024,3,March
T3199,U092,2023-02-28,Expense,Travel,5136,Cash,Bangalore,Coffee,2023,2,February
T7241,U003,2024-08-01,Income,Investment,61592,UPI,Unknown,Movie tickets,2024,8,August
T4727,U104,2022-04-12,Expense,Rent,9627,Card,Kolkata,Uber ride,2022,4,April
T1792,U119,2021-10-09,Expense,Food,4406,Bank Transfer,Hyderabad,Train ticket,2021,10,October
T0291,U012,2024-09-11,Expense,Food,2678,Bank Transfer,Bangalore,Lunch,2024,9,September
T1065,U006,2024-06-18,Income,Bonus,23810,UPI,Pune,N/A,2024,6,June
T12411,U095,2024-04-22,Expense,Health,7137,Card,Kolkata,Electricity bill,2024,4,April
T3346,U023,2023-12-14,Expense,Education,9662,Card,Lucknow,N/A,2023,12,December
T8680,U064,2022-01-08,Expense,Utilities,4785,UPI,Delhi,Coffee,2022,1,January
T6619,U111,2023-05-19,Income,Bonus,45865,Card,Kolkata,Books,2023,5,May
T7818,U119,2021-05-19,Expense,Travel,583,Bank Transfer,Bangalore,Shopping,2021,5,May
T13634,U102,2021-12-01,Expense,Others,9387,UPI,Hyderabad,Monthly rent payment,2021,12,December
T9993,U120,2022-04-02,Expense,Education,5124,UPI,Ahmedabad,Lunch,2022,4,April
T12800,U010,2023-06-04,Expense,Food,324,Card,Jaipur,Train ticket,2023,6,June
T1387,U017,2023-08-16,Expense,Entertainment,1629,Card,Delhi,Monthly rent payment,2023,8,August
T8450,U004,2024-12-05,Expense,Rent,2092,UPI,Pune,Monthly rent payment,2024,12,December
T2154,U066,2023-06-06,Expense,Utilities,1763,Card,Ahmedabad,N/A,2023,6,June
T9216,U065,2024-06-22,Expense,Education,5239,UPI,Bangalore,N/A,2024,6,June
T6539,U046,2023-06-25,Expense,Utilities,5668,Bank Transfer,Pune,Petrol,2023,6,June
T2755,U054,2024-04-09,Income,Salary,34107,Bank Transfer,Pune,Doctor consultation,2024,4,April
T7740,U111,2023-01-25,Expense,Travel,8540,Cash,Ahmedabad,Grocery shopping,2023,1,January
T0637,U063,2023-12-09,Expense,Health,1756,UPI,Bangalore,Coffee,2023,12,December
T2749,U033,2021-05-05,Expense,Health,7103,UPI,Pune,N/A,2021,5,May
T11671,U091,2022-10-02,Expense,Food,4956,Unknown,Jaipur,Coffee,2022,10,October
T3169,U014,2024-02-27,Income,Bonus,24567,Bank Transfer,Hyderabad,N/A,2024,2,February
T7072,U068,2021-02-08,Expense,Rent,6184,Bank Transfer,Ahmedabad,N/A,2021,2,February
T4648,U057,2023-07-06,Expense,Others,3226,UPI,Chennai,EMI payment,2023,7,July
T2204,U049,2022-03-02,Expense,Rent,25651,UPI,Delhi,N/A,2022,3,March
T10378,U132,2023-10-22,Expense,Utilities,3499,Bank Transfer,Mumbai,ATM withdrawal,2023,10,October
T5278,U050,2024-01-17,Expense,Education,9354,Bank Transfer,Bangalore,Movie tickets,2024,1,January
T4653,U078,2023-04-07,Expense,Rent,13033,Card,Mumbai,N/A,2023,4,April
T1024,U122,2021-12-16,Expense,Rent,6643,Card,Lucknow,Petrol,2021,12,December
T8508,U054,2021-08-03,Expense,Rent,39484,Bank Transfer,Lucknow,Lunch,2021,8,August
T3679,U101,2022-04-11,Expense,Education,5595,Card,Lucknow,Grocery shopping,2022,4,April
T9129,U149,2023-12-22,Expense,Rent,2325,Cash,Hyderabad,N/A,2023,12,December
T13482,U039,2023-01-18,Expense,Savings,7379,Card,Lucknow,N/A,2023,1,January
T13343,U112,2023-04-25,Expense,Rent,1568,Cash,Ahmedabad,Online course,2023,4,April
T3384,U110,2022-07-17,Expense,Rent,1759,Bank Transfer,Bangalore,N/A,2022,7,July
T13876,U129,2023-07-07,Expense,Rent,1433,Card,Bangalore,N/A,2023,7,July
T12679,U028,2024-12-20,Expense,Rent,5106,Cash,Hyderabad,Grocery shopping,2024,12,December
T9321,U087,2024-04-11,Expense,Food,1117,Card,Kolkata,N/A,2024,4,April
T12623,U149,2023-07-29,Expense,Travel,6880,Cash,Hyderabad,Grocery shopping,2023,7,July
T12878,U041,2023-11-25,Expense,Food,1763,UPI,Pune,N/A,2023,11,November
T11840,U110,2021-07-13,Expense,Savings,5892,Cash,Ahmedabad,Gym membership,2021,7,July
T7718,U110,2021-02-21,Expense,Rent,8105,UPI,Ahmedabad,Online course,2021,2,February
T0583,U074,2024-01-01,Expense,Health,6347,Cash,Kolkata,Online course,2024,1,January
T2302,U007,2024-03-25,Expense,Utilities,3377,UPI,Jaipur,N/A,2024,3,March
T1912,U077,2023-11-02,Expense,Food,3391,UPI,Lucknow,N/A,2023,11,November
T10930,U127,2024-10-28,Expense,Rent,5889,Cash,Bangalore,N/A,2024,10,October
T7287,U051,2021-03-16,Expense,Travel,8951,Card,Chennai,ATM withdrawal,2021,3,March
T11132,U117,2021-03-08,Expense,Food,1218,Cash,Unknown,Restaurant dinner,2021,3,March
T12005,U005,2024-06-10,Expense,Utilities,6856,Cash,Mumbai,N/A,2024,6,June
T6431,U094,2022-10-15,Expense,Food,3959,UPI,Pune,Internet bill,2022,10,October
T12451,U110,2023-11-03,Expense,Entertainment,5009,Cash,Chennai,Fixed deposit,2023,11,November
T9003,U025,2021-07-16,Expense,Utilities,5841,Card,Kolkata,Fixed deposit,2021,7,July
T3789,U113,2023-09-25,Expense,Rent,17432,Card,Mumbai,Uber ride,2023,9,September
T2036,U117,2024-10-20,Expense,Utilities,390,UPI,Hyderabad,Books,2024,10,October
T6031,U138,2023-02-07,Expense,Savings,3413,Cash,Chennai,Online course,2023,2,February
T5640,U035,2021-01-10,Expense,Rent,7583,UPI,Jaipur,N/A,2021,1,January
T12673,U126,2023-06-12,Expense,Rent,6958,Card,Jaipur,Shopping,2023,6,June
T6762,U071,2021-01-02,Expense,Rent,8065,Cash,Mumbai,Monthly rent payment,2021,1,January
T11143,U068,2022-03-26,Expense,Travel,301,Cash,Lucknow,Monthly rent payment,2022,3,March
T7060,U030,2021-09-03,Expense,Entertainment,7231,UPI,Lucknow,N/A,2021,9,September
T2674,U126,2022-03-22,Expense,Utilities,7306,Bank Transfer,Ahmedabad,N/A,2022,3,March
T10533,U145,2023-11-11,Expense,Others,369,Cash,Bangalore,N/A,2023,11,November
T5970,U010,2024-04-23,Expense,Food,2704,Cash,Delhi,EMI payment,2024,4,April
T0349,U098,2023-11-20,Expense,Food,4307,Cash,Delhi,N/A,2023,11,November
T10973,U045,2024-02-23,Income,Others,55060,UPI,Jaipur,Books,2024,2,February
T4864,U115,2024-07-22,Expense,Food,6643,Bank Transfer,Delhi,N/A,2024,7,July
T1039,U005,2021-11-05,Expense,Food,2898,Card,Kolkata,Petrol,2021,11,November
T8844,U027,2023-12-02,Expense,Food,3476,Cash,Pune,ATM withdrawal,2023,12,December
T13020,U133,2021-11-01,Expense,Food,1391,Bank Transfer,Pune,Medicine,2021,11,November
T4301,U119,2022-05-28,Expense,Food,7331,Cash,Delhi,N/A,2022,5,May
T9803,U067,2023-08-19,Expense,Food,6022,Bank Transfer,Delhi,Gym membership,2023,8,August
T1967,U090,2024-09-14,Expense,Health,1210,Cash,Lucknow,EMI payment,2024,9,September
T9323,U029,2024-11-07,Expense,Food,6207,Card,Jaipur,Coffee,2024,11,November
T1311,U122,2023-12-23,Income,Bonus,78671,Cash,Delhi,Electricity bill,2023,12,December
T1305,U060,2024-12-09,Expense,Others,4512,UPI,Hyderabad,Grocery shopping,2024,12,December
T3769,U021,2024-06-24,Expense,Food,8786,Card,Ahmedabad,Coffee,2024,6,June
T8444,U055,2024-11-07,Income,Others,15169,Card,Ahmedabad,EMI payment,2024,11,November
T5357,U106,2021-07-07,Expense,Travel,7234,Cash,Lucknow,Internet bill,2021,7,July
T2553,U095,2024-10-03,Expense,Travel,4220,Card,Ahmedabad,N/A,2024,10,October
T13833,U032,2022-11-06,Expense,Utilities,733,UPI,Lucknow,Coffee,2022,11,November
T13371,U100,2024-03-13,Expense,Food,1145,Card,Hyderabad,Electricity bill,2024,3,March
T5787,U113,2024-10-04,Income,Salary,70904,Cash,Hyderabad,Coffee,2024,10,October
T13200,U074,2024-12-08,Expense,Utilities,4999,Bank Transfer,Lucknow,Restaurant dinner,2024,12,December
T13014,U149,2021-07-15,Expense,Food,8070,Card,Mumbai,N/A,2021,7,July
